ULAND;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;XGCSWGS84;YGCSWGS84
2;1;51;25;2017;3;11;3;3;0;7;0;1;0;0;0;0;0;10.586576148;52.517152322
2;1;1;0;2017;3;14;3;3;3;6;0;1;0;0;1;0;0;10.558475989;52.245841303
2;4;4;0;2017;3;12;2;3;2;6;0;1;0;0;1;0;1;8.038545947;52.278676237
2;4;4;0;2017;3;23;2;3;2;7;0;1;0;0;0;2;1;8.073275632;52.282928636
2;4;4;0;2017;3;22;2;3;2;6;0;1;0;0;0;2;1;8.034447882;52.283970365
2;3;58;8;2017;3;9;3;3;2;6;0;1;0;0;0;0;0;9.697965732;52.85305427
2;4;57;21;2017;3;14;2;3;2;6;0;1;0;0;0;0;1;7.342754741;53.167194778
2;3;58;3;2017;3;18;3;2;0;1;1;0;0;0;0;0;0;9.531560602;52.82026078
2;4;57;13;2017;3;8;2;3;2;6;0;1;0;0;0;0;1;7.497466699;53.236795361
2;4;4;0;2017;4;5;2;1;5;2;0;1;0;0;0;2;0;7.947027475;52.303490183
2;4;54;44;2017;4;14;2;3;5;3;0;1;0;0;1;0;0;7.247580251;53.064142818
2;2;41;15;2017;4;7;5;3;2;6;0;1;0;0;1;0;0;9.551139134;52.362637854
2;4;54;43;2017;4;16;2;3;2;2;0;1;0;0;0;0;0;7.343474327;52.900531962
2;4;54;45;2017;4;7;2;3;2;6;0;1;0;0;0;0;0;7.430425232;52.327673678
2;3;53;5;2017;4;12;2;3;2;6;0;1;0;0;1;0;1;9.852227104;53.345168418
2;4;54;32;2017;4;19;2;3;5;3;0;1;0;0;0;0;0;7.196722744;52.543663041
2;4;54;1;2017;4;17;2;3;5;2;0;1;0;0;0;0;0;7.55134457;52.524722367
2;4;57;20;2017;4;6;2;3;5;3;0;1;0;1;0;0;0;7.765809801;53.255121013
2;4;53;1;2017;4;11;2;3;5;7;1;1;0;0;0;0;0;7.748746368;53.164719239
2;2;41;5;2017;4;16;5;3;2;6;0;1;0;0;0;0;0;9.615040063;52.405656713
2;1;57;5;2017;4;11;3;2;3;6;0;0;0;1;1;0;0;10.306319933;52.20475192
2;4;51;7;2017;4;14;2;3;5;3;0;1;0;1;0;0;0;7.896124799;53.285751795
2;2;41;5;2017;4;6;5;3;5;3;1;1;0;0;0;0;0;9.609152827;52.439598734
2;2;41;19;2017;4;16;5;3;2;6;0;1;0;0;0;0;0;9.728128114;52.578237353
2;2;41;16;2017;4;5;5;3;8;7;0;1;0;0;0;0;0;9.987112764;52.298528107
2;2;41;8;2017;4;7;5;3;5;3;1;1;0;0;0;0;0;9.892577023;52.465339495
2;2;41;10;2017;4;18;5;2;2;6;0;1;0;0;0;0;0;9.710510938;52.431842086
2;4;3;0;2017;4;15;2;3;2;2;0;1;0;0;0;0;0;8.212147325;53.113901259
2;2;51;37;2017;4;11;2;3;2;2;0;1;0;0;0;0;0;8.729186563;53.034457278
2;2;41;2;2017;4;12;7;3;1;5;1;1;0;0;0;0;0;9.4916356;52.337826431
2;2;51;37;2017;4;13;2;3;0;7;0;1;0;0;0;0;0;8.692153337;53.018429272
2;2;41;5;2017;4;17;5;2;5;3;1;1;0;0;0;0;0;9.57079442;52.446560677
2;2;56;25;2017;4;12;7;3;2;6;0;1;0;0;0;0;0;9.151984066;52.455263956
2;2;41;2;2017;4;13;5;3;2;6;0;1;0;0;1;0;0;9.482356607;52.392691879
2;2;57;31;2017;4;16;7;2;9;1;0;0;0;1;0;0;0;9.069321148;52.173011253
2;2;41;1;2017;4;7;5;3;2;6;0;1;0;0;0;0;0;9.719471814;52.345897472
2;1;59;19;2017;4;13;5;3;9;7;0;1;0;0;0;0;0;10.322016906;51.617411701
2;2;52;6;2017;4;10;7;3;5;3;0;1;0;0;1;0;0;9.44328869;52.122126737
2;2;57;1;2017;4;15;5;3;2;6;0;1;0;0;0;0;0;9.089450302;52.253659803
2;2;54;43;2017;4;9;5;3;5;3;0;1;0;0;0;0;0;9.782823321;52.083785127
2;4;1;0;2017;4;21;2;3;2;6;0;1;0;0;1;2;0;8.681052117;53.038811167
2;1;59;16;2017;4;4;7;3;1;5;1;1;0;0;0;2;1;9.941588525;51.559686626
2;2;54;32;2017;4;9;5;3;2;2;0;1;0;0;1;0;0;10.216011902;52.218972468
2;4;61;7;2017;4;14;2;2;5;3;0;1;0;0;1;0;0;8.483066458;53.494587746
2;2;54;5;2017;4;15;5;2;2;6;0;1;0;0;1;0;0;10.016981872;52.094631616
2;4;1;0;2017;4;10;2;3;5;2;1;0;0;0;1;0;0;8.586050978;53.048223354
2;2;52;6;2017;4;8;5;3;2;2;0;1;0;0;0;0;0;9.327084992;52.107243011
2;3;60;8;2017;4;13;2;3;2;2;0;1;0;0;0;0;0;10.538879073;53.0225358
2;2;41;1;2017;4;17;2;3;3;2;1;1;0;0;0;0;0;9.735320456;52.394839729
2;2;41;1;2017;4;16;2;3;0;3;1;0;0;0;1;0;0;9.766205011;52.340739899
2;2;41;1;2017;4;1;2;3;1;7;0;1;0;0;1;2;0;9.867875329;52.40320049
2;2;56;2;2017;4;14;2;3;5;2;0;1;0;0;0;0;0;9.12220639;52.622226936
2;1;59;16;2017;4;12;5;3;5;2;1;1;0;0;0;0;0;9.922881277;51.534357092
2;2;56;20;2017;4;16;2;2;5;2;0;1;0;0;0;0;0;9.287018408;52.582373402
2;1;54;24;2017;4;0;5;2;9;1;0;1;0;0;0;2;0;10.927167994;52.396706398
2;4;54;18;2017;4;10;7;3;2;2;0;1;0;0;0;0;0;7.214262413;52.763623753
2;1;2;0;2017;4;15;5;3;5;3;1;1;0;0;0;0;0;10.345791027;52.152902658
2;1;51;27;2017;4;16;5;2;5;2;0;1;0;0;0;0;0;10.409022263;52.347674346
2;2;41;1;2017;4;11;1;3;5;3;1;1;0;0;0;0;0;9.762726274;52.344542453
2;2;54;20;2017;4;13;2;2;8;7;0;0;0;0;1;0;0;10.007606303;52.190551452
2;1;2;0;2017;4;18;5;3;2;6;0;1;0;0;0;0;0;10.452535257;52.197052818
2;4;59;2;2017;4;10;4;2;5;3;0;1;0;1;0;0;0;7.902968264;52.518341176
2;4;56;20;2017;4;13;1;3;5;3;0;1;0;0;0;0;0;7.248233814;52.305569861
2;2;52;8;2017;4;13;2;3;2;2;0;1;0;0;0;0;0;9.599807918;52.085713412
2;4;4;0;2017;4;14;4;3;2;6;0;1;0;0;0;0;0;8.094286431;52.25573063
2;4;54;14;2017;4;12;4;3;2;2;0;1;0;0;0;0;0;7.30507957;52.634595093
2;1;59;19;2017;4;12;2;3;2;6;0;1;0;1;0;0;0;10.409549634;51.69003044
2;4;62;5;2017;4;6;4;3;5;3;0;1;0;0;1;0;0;7.871073618;53.453775794
2;3;56;7;2017;4;12;2;3;5;3;0;1;0;0;0;0;0;8.797442287;53.22606165
2;4;52;21;2017;4;12;4;3;8;1;0;1;0;0;0;0;0;7.277534343;53.550709717
2;4;52;24;2017;4;16;4;2;5;3;1;1;0;0;0;0;0;7.285948485;53.51344125
2;4;52;1;2017;4;20;4;3;5;3;0;1;0;0;0;0;0;7.467847617;53.472616504
2;4;52;1;2017;4;8;4;3;2;6;0;1;0;0;0;0;0;7.472872334;53.470552867
2;4;53;1;2017;4;9;4;3;4;2;0;1;0;0;0;0;0;7.778817716;53.097680613
2;4;55;25;2017;4;18;4;3;5;3;0;1;0;0;0;0;0;8.041406503;53.418988864
2;2;52;8;2017;4;10;2;3;2;6;0;1;0;0;1;0;0;9.60684918;52.083964327
2;4;55;26;2017;4;18;4;3;5;3;0;1;0;1;0;0;0;8.126957936;53.379132124
2;2;52;2;2017;4;13;2;3;2;6;0;1;0;0;0;0;0;9.476860244;52.166767155
2;4;55;26;2017;4;8;4;3;5;3;0;1;0;0;0;0;0;8.138204619;53.394159293
2;2;52;5;2017;4;10;2;3;5;3;0;0;0;0;1;0;0;9.341085912;52.062239602
2;1;53;12;2017;4;17;2;3;8;1;0;1;0;0;0;0;0;10.151147787;51.882600698
2;1;53;17;2017;4;13;2;3;2;6;0;1;0;0;0;0;0;10.481371893;51.895485711
2;4;59;24;2017;4;17;1;2;9;1;0;0;0;1;0;0;0;8.386166308;52.183708308
2;4;55;14;2017;4;6;4;3;5;3;0;1;0;0;1;0;0;8.02367956;53.505696533
2;4;59;17;2017;4;23;1;3;0;7;0;0;0;1;0;2;0;7.675051495;52.483249841
2;4;59;30;2017;4;17;1;3;6;7;0;1;1;0;0;0;0;7.947694652;52.680970839
2;3;56;5;2017;4;13;4;3;2;6;0;1;0;0;0;0;0;8.945439294;53.158513496
2;4;54;41;2017;4;1;1;3;4;6;0;1;0;0;0;2;1;7.392566454;53.038966285
2;4;59;30;2017;4;1;1;3;9;1;0;1;0;0;0;2;0;7.946391363;52.677570331
2;4;4;0;2017;4;20;1;3;4;2;0;1;0;1;0;1;0;8.073570369;52.274819926
2;3;61;9;2017;4;14;4;3;3;6;0;1;0;0;1;0;0;8.990095144;53.043791354
2;2;41;1;2017;4;11;2;3;5;2;1;1;0;0;0;0;0;9.799495193;52.409203764
2;4;54;41;2017;4;15;1;2;3;2;0;0;0;1;0;0;0;7.489664561;53.049518087
2;4;3;0;2017;4;18;4;2;5;3;1;1;0;0;0;0;0;8.262737504;53.169462258
2;4;53;11;2017;4;17;2;2;4;6;1;0;0;0;0;0;0;7.717748109;52.792600569
2;4;54;44;2017;4;13;1;3;5;3;0;1;0;0;0;0;0;7.23669976;53.065811316
2;4;61;8;2017;4;11;4;3;2;6;0;1;0;0;0;0;0;8.402958751;53.302779386
2;4;59;8;2017;4;12;2;3;5;3;0;1;0;0;0;0;0;8.112233767;52.299826291
2;4;1;0;2017;4;13;4;3;2;6;0;1;0;0;0;0;0;8.694263821;53.055903085
2;2;55;2;2017;4;16;3;2;8;1;0;1;0;0;0;0;0;9.473376952;51.926147093
2;4;1;0;2017;4;0;4;3;8;7;0;1;0;0;0;2;0;8.634042949;53.066160414
2;3;55;28;2017;4;18;4;3;3;6;0;1;0;0;0;0;0;10.287801487;53.327034563
2;3;58;22;2017;4;11;4;2;8;1;0;1;0;0;0;0;0;9.646820365;52.774414558
2;4;54;41;2017;4;4;1;3;9;1;0;1;0;0;0;2;1;7.341078504;53.065271273
2;3;57;16;2017;4;22;4;3;7;7;0;1;0;0;0;2;0;9.069001967;53.43333639
2;4;54;51;2017;4;21;1;3;5;3;0;1;0;0;0;2;0;7.535892416;52.962199346
2;3;51;24;2017;4;8;4;3;0;7;0;1;0;0;0;0;0;9.909178803;52.680109268
2;1;53;17;2017;4;14;7;2;5;3;1;1;0;0;0;0;1;10.411179613;51.915885118
2;4;56;16;2017;4;13;1;2;8;1;0;0;0;1;0;0;0;7.268312437;52.278110839
2;1;54;10;2017;4;5;7;3;9;1;0;1;0;0;0;1;1;10.728627891;52.308602893
2;4;54;10;2017;4;18;1;3;2;2;0;1;0;0;0;0;0;7.291137939;52.389221838
2;4;52;1;2017;4;17;1;3;2;6;0;1;0;0;0;0;0;7.47649135;53.51239404
2;4;59;15;2017;4;21;6;3;2;6;0;1;0;0;0;2;0;8.200221471;52.099479334
2;4;52;12;2017;4;15;1;2;5;3;0;1;0;1;0;0;0;7.449935444;53.411603043
2;4;52;12;2017;4;5;1;3;0;1;0;1;1;0;0;1;0;7.378916824;53.414326416
2;2;41;1;2017;4;15;4;3;2;6;0;1;0;0;1;0;0;9.721300377;52.338212344
2;2;41;17;2017;4;19;4;2;5;3;0;1;0;0;0;0;0;9.70940529;52.169006859
2;4;59;24;2017;4;0;6;3;8;7;0;1;0;0;0;2;0;8.381198806;52.151582055
2;2;41;1;2017;4;8;4;3;2;6;0;0;0;0;1;0;0;9.623638191;52.421085637
2;2;56;33;2017;4;8;4;1;4;6;0;1;0;0;1;0;0;8.871129355;52.538543999
2;4;59;19;2017;4;23;6;2;8;1;0;1;0;0;0;2;0;8.119595856;52.181876625
2;2;54;21;2017;4;8;4;3;2;6;0;1;0;0;0;0;0;9.966885923;52.13782833
2;4;53;9;2017;4;14;1;3;3;2;1;1;0;0;0;0;0;7.853017474;52.80091762
2;4;59;29;2017;4;21;6;3;9;1;0;1;0;0;0;2;0;8.227487786;52.350380691
2;2;52;1;2017;4;14;4;3;5;3;0;1;0;0;0;0;0;9.305689324;52.067536268
2;3;61;6;2017;4;18;1;3;7;7;0;1;0;0;0;0;0;9.172734129;53.002737634
2;4;59;3;2017;4;14;6;3;0;1;0;0;0;1;0;0;0;8.368231582;52.321478452
2;2;52;4;2017;4;14;4;3;9;1;0;0;0;1;0;0;0;9.496931905;52.130403719
2;3;61;8;2017;4;15;1;3;0;7;0;0;0;1;1;0;0;9.157630777;53.082012076
2;4;51;7;2017;4;13;1;2;5;3;0;1;0;0;0;0;0;7.935045509;53.245891313
2;2;51;7;2017;4;13;1;2;0;3;1;1;0;0;0;0;0;8.711191644;52.837331927
2;2;51;33;2017;4;18;1;3;0;1;0;0;0;1;0;0;0;9.020631685;52.895211827
2;4;61;5;2017;4;18;1;3;5;2;0;1;0;0;0;0;0;8.187185602;53.338415976
2;4;61;8;2017;4;11;1;2;4;6;0;1;0;1;0;0;0;8.300234064;53.252055843
2;4;58;5;2017;4;15;1;2;0;2;0;1;0;1;0;0;0;8.525731396;53.085799488
2;2;52;6;2017;4;8;4;3;2;6;0;1;0;0;1;0;0;9.391570256;52.107514087
2;3;52;50;2017;4;12;1;3;2;6;0;1;0;0;0;0;0;8.668606175;53.534806606
2;1;59;17;2017;4;12;4;3;2;6;0;1;0;0;0;0;0;9.713473357;51.40614714
2;1;59;29;2017;4;17;4;2;5;3;0;1;0;1;0;0;0;9.896258723;51.506048487
2;1;51;40;2017;4;4;4;3;8;1;0;0;0;0;1;2;1;10.804367176;52.605592306
2;4;4;0;2017;4;11;6;3;5;3;1;1;0;0;0;0;0;8.034349773;52.284106865
2;1;51;41;2017;4;15;4;3;0;1;0;1;0;0;0;0;0;10.384278855;52.373589857
2;1;54;10;2017;4;15;4;3;2;6;0;1;0;0;1;0;0;11.001476931;52.249365836
2;4;57;13;2017;4;14;6;3;2;6;0;1;0;0;0;0;0;7.478844566;53.228226006
2;4;56;14;2017;4;15;3;1;4;2;0;1;0;0;0;0;0;6.947828771;52.516348323
2;4;56;2;2017;4;11;3;3;0;3;1;1;0;0;0;0;0;6.864625376;52.608000748
2;4;52;1;2017;4;12;6;3;5;3;1;1;0;0;0;0;0;7.444829214;53.454795206
2;4;54;32;2017;4;12;3;3;2;2;0;1;0;0;0;0;0;7.356169461;52.551232855
2;4;54;31;2017;4;13;3;2;4;6;0;1;0;0;0;0;0;7.545167967;52.533780709
2;3;52;61;2017;4;16;1;2;7;7;0;0;0;1;0;0;0;8.522676334;53.710715992
2;4;62;19;2017;4;9;3;3;5;3;0;1;0;0;0;0;0;7.686817855;53.535069149
2;3;53;26;2017;4;12;1;1;3;6;1;0;0;0;0;0;0;9.798569324;53.459885496
2;4;60;10;2017;4;12;3;3;5;2;0;1;0;0;0;0;0;8.285846704;52.826432103
2;3;53;19;2017;4;19;1;2;8;1;0;1;0;0;0;0;0;9.707667073;53.389130437
2;3;53;5;2017;4;11;1;3;7;7;1;0;0;0;0;0;0;9.885885035;53.331157681
2;3;58;8;2017;4;15;1;3;0;6;0;1;0;1;0;0;0;9.731499582;52.882233135
2;3;58;3;2017;4;12;1;3;2;6;0;1;0;0;0;0;0;9.677356145;52.802909519
2;3;58;21;2017;4;18;1;2;2;6;0;1;0;0;0;0;0;9.846894115;52.986942677
2;4;55;26;2017;4;14;3;3;2;6;0;1;0;1;0;0;0;8.113393647;53.404017585
2;3;53;28;2017;4;16;1;3;3;6;0;1;0;0;0;0;0;9.661009623;53.344841392
2;4;55;26;2017;4;10;3;3;2;6;0;1;0;0;0;0;0;8.041935698;53.388646252
2;2;56;33;2017;4;16;1;3;4;6;0;1;0;0;0;0;0;8.872175986;52.537715944
2;3;60;23;2017;4;9;1;3;2;6;0;1;0;1;0;0;0;10.506485028;52.887985085
2;3;55;9;2017;4;17;1;3;8;1;0;0;0;1;0;0;0;10.812284609;53.255755622
2;4;5;0;2017;4;15;3;3;2;6;0;1;0;0;0;0;0;8.059305598;53.526149795
2;4;3;0;2017;4;18;1;3;5;2;0;1;0;0;1;0;0;8.214181544;53.145919552
2;3;55;34;2017;4;12;1;2;0;6;0;1;0;1;0;0;0;10.153964208;53.179898166
2;3;61;9;2017;4;15;3;3;2;6;0;1;0;0;0;0;0;8.990306053;53.059006619
2;4;3;0;2017;4;17;3;3;2;6;0;1;0;0;0;0;0;8.19397069;53.151490255
2;2;54;42;2017;4;6;2;3;0;1;0;0;0;1;0;0;1;9.918183075;51.933674478
2;2;41;17;2017;4;15;1;3;5;3;0;1;0;0;0;0;0;9.698515524;52.213644409
2;2;51;41;2017;4;9;3;3;5;3;1;1;0;0;0;0;0;8.826857099;52.913239079
2;3;52;61;2017;4;18;2;3;0;1;0;0;0;1;0;0;1;8.618002241;53.745236867
2;4;58;9;2017;4;10;3;2;1;7;0;1;0;0;1;0;0;8.25167157;53.080015253
2;4;57;11;2017;4;18;2;3;5;3;0;0;0;0;1;0;1;7.606076705;53.284369875
2;2;41;9;2017;4;22;1;2;2;6;0;1;0;1;0;2;0;9.82539688;52.307298934
2;2;41;1;2017;4;18;1;3;6;2;0;1;1;0;0;0;0;9.662276514;52.385065434
2;2;41;7;2017;4;14;1;2;5;3;1;0;0;1;0;0;0;9.712785501;52.298885608
2;4;5;0;2017;4;11;6;2;6;7;0;1;1;0;0;0;0;8.125521536;53.526729427
2;2;41;1;2017;4;5;1;3;3;6;0;1;0;0;0;2;0;9.817680999;52.428087236
2;1;55;12;2017;4;15;1;2;8;1;0;0;0;1;0;0;0;9.614808778;51.720982735
2;4;5;0;2017;4;9;6;3;5;3;1;1;0;0;0;0;0;8.102695326;53.576111979
2;1;55;13;2017;4;3;1;3;8;1;0;1;0;0;0;2;0;9.814789286;51.824279751
2;2;56;16;2017;4;15;1;2;2;6;0;1;0;0;0;0;0;9.270022771;52.593739022
2;3;61;8;2017;4;20;6;1;9;1;0;1;0;0;0;1;0;9.151240504;53.041629315
2;2;55;25;2017;4;15;1;2;8;1;0;0;0;1;0;0;0;9.592087243;51.950993367
2;2;55;5;2017;4;14;1;3;4;6;0;0;0;1;0;0;0;9.43438886;51.918750581
2;4;61;7;2017;4;10;3;3;5;3;0;1;0;0;0;0;0;8.477228052;53.48803625
2;2;52;2;2017;4;12;1;3;2;6;0;0;0;1;0;0;0;9.423471456;52.146919544
2;3;58;22;2017;4;6;6;3;2;7;0;1;0;0;1;0;0;9.444463824;52.889552118
2;4;58;14;2017;4;16;3;3;2;6;0;1;0;0;1;0;0;8.414472105;52.89388564
2;4;58;14;2017;4;16;6;3;5;3;0;1;0;0;0;0;0;8.424038173;52.835317358
2;3;52;62;2017;4;12;3;3;2;6;0;1;0;0;0;0;0;8.819297747;53.618420639
2;3;52;8;2017;4;8;3;3;9;7;0;1;0;0;0;0;1;8.970614302;53.711340977
2;2;52;7;2017;4;14;1;3;0;2;0;1;0;0;0;0;0;9.24970845;52.191442785
2;3;52;55;2017;4;21;6;3;5;3;0;1;0;0;0;2;1;8.786814616;53.739188583
2;3;52;11;2017;4;12;3;3;9;1;0;0;0;1;0;0;0;8.705190648;53.856966895
2;1;54;27;2017;4;14;1;3;5;2;0;1;0;0;0;0;0;10.924302151;52.090682399
2;3;58;14;2017;4;12;3;3;5;3;0;1;0;0;1;2;0;9.581092528;52.767656472
2;1;58;2;2017;4;17;1;3;2;6;0;1;0;1;0;0;0;10.233369085;52.088620543
2;1;57;6;2017;4;18;1;3;9;7;0;1;0;0;0;0;0;10.248687004;52.359195878
2;1;2;0;2017;4;14;1;3;3;5;0;1;0;0;0;0;0;10.329476599;52.160293442
2;1;2;0;2017;4;12;1;3;2;6;1;1;0;1;0;0;0;10.28554592;52.167909579
2;1;53;12;2017;4;14;1;3;2;2;0;1;0;1;0;0;0;10.158983217;51.89420854
2;1;51;39;2017;4;2;1;3;8;1;0;1;0;0;0;2;0;10.716589883;52.470761616
2;4;59;33;2017;4;14;7;2;4;2;1;1;0;0;0;0;0;8.033694589;52.346015086
2;3;58;22;2017;4;15;3;3;4;2;0;1;0;0;0;0;0;9.670943581;52.775127461
2;4;59;14;2017;4;13;7;2;8;1;0;0;0;1;0;0;0;8.082583487;52.382978726
2;3;58;23;2017;4;17;3;3;8;1;0;1;0;0;0;0;0;9.991672837;52.935172367
2;3;51;6;2017;4;17;7;3;2;6;0;1;0;1;0;0;0;10.111702557;52.634714228
2;4;57;14;2017;4;19;7;3;5;2;0;1;0;0;0;0;0;7.478443403;53.326501375
2;3;57;8;2017;4;15;3;1;8;1;0;1;0;0;0;0;0;9.196295407;53.467275426
2;4;4;0;2017;4;18;7;2;0;1;1;0;0;0;0;0;0;8.099845964;52.252745293
2;3;55;4;2017;4;11;3;2;4;6;1;0;0;0;0;0;0;10.395132766;53.284720273
2;3;55;5;2017;4;10;3;3;5;3;1;1;0;0;0;0;0;10.526677734;53.229139228
2;3;57;41;2017;4;21;1;3;2;6;0;1;0;0;1;1;0;9.462735181;53.15018408
2;4;54;32;2017;4;15;7;3;4;6;1;0;0;0;0;0;0;7.326090988;52.522637029
2;3;51;26;2017;4;17;3;3;5;3;0;1;0;0;0;0;0;10.05801641;52.81596394
2;3;51;6;2017;4;1;3;3;5;2;0;1;0;0;0;2;1;10.131757539;52.661288199
2;1;53;17;2017;4;16;2;3;2;2;0;1;0;0;1;0;0;10.463239769;51.912077725
2;2;41;1;2017;4;15;3;3;2;6;0;1;0;0;0;0;1;9.696447497;52.379743316
2;2;41;1;2017;4;15;2;3;6;4;0;1;1;0;0;0;0;9.833281482;52.38637538
2;2;41;2;2017;4;15;3;3;8;1;0;1;0;0;0;0;0;9.437048623;52.330776257
2;2;41;19;2017;4;11;3;3;9;1;0;1;0;0;0;0;1;9.729121151;52.536628769
2;4;52;19;2017;4;15;7;3;5;3;0;1;0;0;0;0;0;7.191196338;53.590888869
2;4;52;25;2017;4;13;7;3;5;3;1;1;0;0;0;0;0;7.741175462;53.418203035
2;1;55;3;2017;4;0;3;3;9;1;0;1;0;0;0;2;0;9.765263463;51.781942836
2;4;52;1;2017;4;16;7;3;5;3;1;0;0;0;1;0;0;7.494726938;53.467763431
2;1;55;7;2017;4;16;3;3;8;7;0;1;0;0;0;0;0;10.138425971;51.692413522
2;4;52;12;2017;4;6;7;2;8;1;0;1;0;0;0;1;0;7.471690768;53.381939597
2;3;59;33;2017;4;17;6;3;5;3;0;1;0;0;0;0;0;9.601845368;53.518924365
2;4;53;1;2017;4;4;7;2;8;1;0;1;0;0;0;2;1;7.832219282;53.101396401
2;4;60;1;2017;4;12;7;3;5;3;0;1;0;0;0;0;0;8.131359871;52.709527772
2;3;59;27;2017;4;19;6;2;3;6;0;1;0;0;0;0;0;9.595685368;53.514417158
2;4;53;6;2017;4;4;7;3;9;1;0;1;0;0;0;2;1;8.020017534;52.748593516
2;3;58;2;2017;4;20;6;3;5;3;0;1;0;0;1;2;1;10.045015133;53.090428942
2;4;53;3;2017;4;7;7;3;8;1;0;1;0;0;0;1;1;8.007153967;52.782537403
2;3;61;1;2017;4;14;7;2;8;1;0;1;0;0;0;0;0;8.946040181;53.008478632
2;2;57;31;2017;4;17;3;3;0;7;0;1;0;0;0;0;0;9.041947883;52.164914271
2;4;52;23;2017;4;14;2;3;5;3;1;1;0;0;0;0;0;7.395034531;53.476229068
2;3;61;5;2017;4;15;7;2;8;1;0;0;0;1;0;0;0;9.456757901;52.956518598
2;1;59;29;2017;4;12;3;2;5;3;0;1;0;0;0;0;1;9.910348405;51.511625356
2;1;51;5;2017;4;7;3;2;9;1;0;1;0;0;0;0;1;10.913254777;52.57303122
2;1;59;16;2017;4;8;3;3;9;1;0;1;0;0;0;0;1;9.940770108;51.51984073
2;1;3;0;2017;4;15;3;3;2;6;0;1;0;0;0;0;0;10.735448177;52.422958614
2;1;57;5;2017;4;11;3;3;5;3;0;1;0;0;0;0;1;10.326816303;52.193092242
2;4;51;2;2017;4;0;7;3;8;7;0;1;0;0;0;2;0;8.0057327;53.248236381
2;1;57;7;2017;4;7;3;3;9;1;0;1;0;0;0;0;2;10.306845149;52.247663987
2;4;3;0;2017;4;12;7;3;2;6;0;1;0;0;0;0;0;8.254175727;53.122205426
2;1;57;1;2017;4;5;3;2;8;1;0;1;0;0;0;1;1;10.287539932;52.439225341
2;3;53;19;2017;4;8;6;3;2;6;0;1;0;0;0;0;0;9.719012822;53.361064778
2;4;1;0;2017;4;10;7;3;2;6;0;1;0;0;0;0;0;8.659486981;53.030899712
2;3;51;4;2017;4;3;6;2;9;1;0;1;0;0;0;2;0;9.971686666;52.791764448
2;3;52;11;2017;4;15;7;3;5;3;0;1;0;0;0;0;0;8.667712795;53.825148168
2;3;53;29;2017;4;20;7;3;2;6;0;1;0;0;0;2;0;9.887238583;53.393802081
2;2;41;5;2017;4;9;6;3;2;6;0;1;0;0;0;0;0;9.617982196;52.428845808
2;3;59;10;2017;4;16;7;3;5;7;1;1;0;0;0;0;0;9.675201017;53.469608205
2;2;41;1;2017;4;17;6;3;2;6;0;1;0;0;0;0;0;9.733652001;52.427542754
2;3;58;21;2017;4;21;7;3;2;6;0;1;0;0;0;2;0;9.886695922;52.95518416
2;1;2;0;2017;4;9;3;2;5;3;0;1;0;0;1;0;1;10.437766963;52.167923655
2;1;2;0;2017;4;5;3;3;5;3;0;1;0;0;0;1;1;10.438259723;52.168001586
2;1;53;504;2017;4;6;3;3;9;1;0;1;0;0;0;0;2;10.49995151;51.765092149
2;1;57;8;2017;4;5;3;2;2;6;0;1;0;0;1;1;2;10.314543499;52.337096807
2;1;59;19;2017;4;16;6;3;2;6;0;1;0;0;0;0;0;10.333813307;51.657174373
2;4;59;19;2017;4;18;2;3;9;1;0;1;0;0;0;0;1;8.098562848;52.224055436
2;3;60;1;2017;4;15;7;3;9;1;0;1;0;0;0;0;0;10.655908769;53.144805758
2;1;55;11;2017;4;15;6;3;8;1;0;1;0;0;0;0;0;10.069702033;51.741240937
2;4;59;14;2017;4;16;2;3;2;6;0;1;0;0;0;0;1;8.042816506;52.454268911
2;3;55;9;2017;4;6;7;3;7;7;0;0;0;1;0;1;0;10.742995529;53.274003726
2;3;51;4;2017;4;8;7;2;8;1;0;1;0;0;0;0;0;9.937150871;52.784815886
2;2;41;1;2017;4;16;7;3;2;6;0;1;0;0;0;0;0;9.721609495;52.378475879
2;2;41;21;2017;4;11;7;3;5;2;1;1;0;0;0;0;1;9.467706858;52.423835353
2;2;41;16;2017;4;16;7;3;0;7;1;1;0;0;0;0;0;9.968249989;52.315263383
2;2;41;1;2017;4;13;7;3;4;6;1;0;0;0;0;0;0;9.736080374;52.400141751
2;4;59;14;2017;4;18;2;3;2;6;0;1;0;0;0;0;1;8.034708805;52.402540081
2;2;41;1;2017;4;11;7;3;2;6;0;1;0;0;0;0;1;9.711031712;52.405945952
2;4;59;8;2017;4;16;2;3;2;6;0;1;0;0;0;0;1;8.126099479;52.305832571
2;2;41;1;2017;4;8;7;2;5;2;0;1;0;0;0;0;1;9.833390585;52.386406139
2;4;54;17;2017;4;15;2;3;5;3;0;1;0;0;0;0;0;7.604831242;52.570819945
2;4;62;2;2017;4;18;2;3;3;6;0;1;0;0;0;0;0;7.61803469;53.591003192
2;4;53;12;2017;4;16;2;2;4;2;0;1;0;0;0;0;1;7.890435367;52.87035217
2;3;52;29;2017;4;20;7;1;9;1;0;1;0;0;0;0;1;9.085864844;53.619588577
2;4;51;7;2017;4;16;2;3;4;2;0;1;0;0;0;0;0;7.931878222;53.251661441
