ULAND;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;XGCSWGS84;YGCSWGS84
2;2018;2;7;5;3;6;6;2;1;0;1;0;0;0;2;10.0687168;53.57150373
2;2018;2;21;1;2;6;4;2;0;1;1;0;0;0;0;9.983216278;53.462262369
2;2018;2;16;3;3;2;2;0;0;1;0;0;0;0;2;10.183810536;53.602756916
2;2018;2;7;4;3;2;6;0;0;1;0;0;0;1;2;10.002132259;53.596135453
2;2018;3;12;4;3;6;4;0;0;1;1;0;0;0;1;10.22921648;53.445179296
2;2018;2;12;1;3;5;3;0;0;1;0;0;0;0;0;10.208101552;53.495938069
2;2018;3;11;4;3;0;2;0;0;1;1;0;0;0;1;10.0164053;53.567709344
2;2018;2;13;1;3;2;6;0;0;1;0;0;0;0;0;10.026709185;53.62948271
2;2018;3;8;2;3;3;6;0;0;1;0;0;1;0;1;9.914734198;53.58277072
2;2018;2;0;1;3;5;7;2;0;1;0;0;0;1;0;9.989118884;53.558342401
2;2018;3;18;2;3;5;2;2;0;1;0;0;0;0;0;10.076879256;53.713875396
2;2018;2;13;1;3;3;6;0;0;0;0;0;0;1;0;10.000710127;53.556183071
2;2018;3;19;5;3;6;4;2;0;1;1;0;0;0;0;10.011316499;53.495389627
2;2018;2;10;5;3;1;6;0;0;1;0;0;0;0;1;10.01614535;53.57160056
2;2018;2;20;7;3;5;3;2;0;1;0;0;0;0;0;9.971107289;53.45934189
2;2018;2;17;3;3;2;2;2;0;1;0;0;0;0;2;10.114663912;53.607469865
2;2018;3;9;4;3;4;2;0;0;1;0;0;0;0;1;10.109649891;53.593358358
2;2018;2;19;7;3;4;2;2;0;1;0;0;0;0;0;9.995863529;53.499540626
2;2018;3;7;4;2;5;3;0;1;1;0;0;0;0;1;9.973367399;53.583919665
2;2018;2;12;2;3;1;2;0;0;1;0;0;1;0;0;10.010825071;53.46106721
2;2018;2;12;7;3;4;6;0;0;1;0;0;0;1;0;10.187643002;53.437266974
2;2018;3;15;1;3;5;3;0;0;1;0;0;0;1;0;10.071241958;53.570602218
2;2018;2;13;7;3;1;5;0;0;1;0;0;0;0;0;9.98413352;53.604748696
2;2018;2;10;7;2;2;2;0;0;1;0;0;0;1;0;10.09266344;53.537088493
2;2018;3;18;5;3;6;4;2;0;1;1;0;0;0;0;9.951354897;53.555111452
2;2018;2;15;3;3;2;6;0;0;1;0;0;0;1;1;10.068464959;53.608563686
2;2018;2;22;7;2;4;2;2;1;1;0;0;0;0;0;10.055250616;53.560843266
2;2018;2;19;1;3;2;6;2;0;1;0;0;0;0;2;9.98330457;53.595891751
2;2018;2;14;7;3;2;6;0;0;1;0;0;0;0;0;10.140608452;53.570585925
2;2018;3;7;5;3;6;4;0;0;0;1;0;1;0;0;10.138993551;53.574976001
2;2018;2;6;5;3;4;2;2;0;1;0;0;0;0;0;10.000734718;53.555630862
2;2018;2;12;3;3;5;2;0;1;1;0;0;0;0;1;9.904157501;53.592904676
2;2018;3;13;4;3;5;3;0;0;1;0;0;0;1;1;10.032365724;53.63544212
2;2018;2;16;7;3;2;6;0;0;1;0;0;0;0;1;10.153869373;53.614611218
2;2018;3;10;3;3;1;6;0;0;1;0;0;0;0;1;9.971521345;53.435961295
2;2018;2;19;7;3;4;2;2;0;1;0;0;0;0;0;10.05584586;53.591432918
2;2018;3;13;7;3;5;3;0;0;1;0;0;0;0;0;10.081603724;53.558451763
2;2018;2;11;6;3;2;6;0;0;1;0;0;0;1;0;10.084135416;53.554708644
2;2018;2;1;7;3;4;2;2;0;1;0;0;0;0;0;10.035770496;53.600918636
2;2018;2;8;4;3;5;3;0;0;1;0;0;0;1;2;10.160910038;53.596596459
2;2018;2;12;3;3;1;6;0;0;1;0;0;0;1;1;9.928260214;53.643486174
2;2018;2;0;7;3;4;2;2;0;1;0;0;0;0;0;10.035451876;53.575127301
2;2018;2;14;3;2;5;3;0;1;0;0;0;0;1;2;9.968454047;53.586152778
2;2018;2;17;7;3;2;6;1;0;1;0;0;0;0;0;9.916585947;53.600039786
2;2018;3;18;2;3;5;2;2;0;1;0;0;0;1;1;9.975644592;53.460276365
2;2018;2;8;7;3;5;3;0;0;1;0;0;0;0;0;9.924711437;53.567718898
2;2018;3;11;3;3;3;2;0;1;1;0;0;0;0;0;9.996117808;53.58391981
2;2018;2;19;7;3;0;7;2;0;0;0;1;0;0;0;9.967208533;53.5991543
2;2018;3;6;6;3;2;6;1;0;1;0;0;0;0;0;9.913014278;53.514460548
2;2018;2;18;6;3;1;5;2;0;1;0;0;0;0;0;9.88948587;53.569398319
2;2018;2;18;7;3;3;6;2;0;1;0;0;0;0;0;9.987984319;53.56238241
2;2018;2;5;2;3;5;3;2;0;1;0;0;0;0;2;9.98887833;53.457289986
2;2018;2;17;7;3;0;7;0;1;1;0;0;0;0;0;9.980240386;53.566600197
2;2018;2;12;6;3;2;6;0;0;1;0;0;0;0;1;10.122091345;53.566637431
2;2018;3;11;2;3;5;3;0;0;1;0;0;0;0;1;10.14448164;53.579464431
2;2018;2;22;6;3;5;3;2;0;1;0;0;0;0;1;10.098582622;53.542434966
2;2018;3;22;6;3;5;3;2;1;0;0;0;0;1;0;9.964212059;53.580462467
2;2018;2;6;5;3;5;7;2;0;1;0;0;0;0;1;10.0757974;53.613739341
2;2018;2;15;6;3;2;6;0;0;1;0;0;0;0;0;10.016973594;53.548848286
2;2018;2;15;6;3;2;6;0;0;1;0;0;0;1;0;10.133042018;53.575191039
2;2018;3;17;6;3;2;6;0;0;1;0;0;0;0;0;10.077572829;53.66327989
2;2018;2;15;5;3;2;6;0;0;1;0;0;0;0;0;9.980157072;53.460728295
2;2018;2;12;6;3;2;6;0;0;1;0;0;0;0;1;10.172239792;53.615234731
2;2018;2;4;2;3;4;6;2;0;1;0;0;0;0;1;10.135977543;53.635426348
2;2018;2;16;6;3;5;3;0;0;1;0;0;0;0;1;10.139002932;53.584072547
2;2018;2;20;6;3;6;4;2;0;1;1;0;0;0;0;10.050592769;53.601438011
2;2018;3;12;2;3;2;6;0;0;1;0;0;0;0;0;10.031173658;53.566109348
2;2018;2;15;6;3;2;6;0;0;1;0;0;0;0;1;10.076951973;53.653076289
2;2018;3;19;5;3;5;3;2;0;1;0;0;0;0;2;10.162889362;53.599305024
2;2018;2;14;5;3;5;3;0;0;1;0;1;0;0;0;9.97484378;53.601654785
2;2018;2;9;2;3;1;6;0;0;1;0;0;0;0;1;10.086933575;53.577808591
2;2018;3;14;4;3;5;3;0;0;1;0;1;0;0;0;10.061335099;53.580717712
2;2018;2;15;6;3;4;3;0;1;1;0;0;0;0;0;10.013294307;53.599953835
2;2018;3;18;4;3;0;1;2;0;0;0;1;0;0;1;9.989643554;53.544696997
2;2018;2;7;2;3;4;6;0;0;1;0;0;1;0;2;10.039409767;53.606042868
2;2018;3;21;4;3;6;4;2;0;1;1;0;0;0;1;10.046500696;53.562715135
2;2018;2;13;6;3;1;7;0;0;1;0;0;0;0;0;10.035887825;53.561343559
2;2018;3;20;4;3;6;2;2;0;1;1;0;0;0;1;9.902604884;53.556358717
2;2018;2;23;6;3;3;6;2;0;1;0;0;0;0;1;9.904731701;53.609567746
2;2018;3;13;2;3;0;7;0;1;1;0;0;0;0;1;9.999404431;53.549227472
2;2018;2;7;7;2;0;1;1;0;1;0;0;0;0;0;10.026195726;53.629433186
2;2018;2;10;6;3;2;6;0;0;1;0;0;0;0;0;9.910334292;53.566000376
2;2018;3;17;5;3;6;7;1;1;0;1;0;0;0;0;10.043055757;53.581201817
2;2018;2;21;2;3;4;6;2;0;1;0;0;0;0;2;10.116802665;53.706206237
2;2018;2;6;6;3;2;6;2;1;1;0;0;0;0;2;9.890843034;53.62389057
2;2018;2;13;2;3;5;3;0;0;1;0;0;0;0;1;10.066666444;53.653238248
2;2018;3;17;4;3;5;3;0;1;1;0;0;0;0;1;10.044293216;53.593462362
2;2018;2;6;6;3;1;6;2;0;1;0;0;0;0;2;9.916903586;53.515328784
2;2018;2;16;4;3;6;4;0;0;0;1;0;0;1;0;9.864738356;53.607066128
2;2018;3;16;3;3;1;5;0;0;1;0;0;0;0;0;10.146785585;53.523069574
2;2018;2;20;5;3;5;2;2;0;1;0;0;0;0;1;9.995893491;53.499532766
2;2018;3;18;7;3;1;6;1;0;1;0;0;0;0;0;10.08092128;53.580522768
2;2018;2;16;6;3;0;3;0;1;1;0;0;0;0;0;10.026795322;53.649987735
2;2018;2;13;5;3;5;3;0;0;1;0;0;0;0;1;9.990839522;53.516644274
2;2018;2;15;2;3;5;2;0;0;1;0;0;0;0;1;9.907048454;53.616311486
2;2018;2;19;5;3;5;3;2;1;1;0;0;0;0;2;10.199438502;53.488937828
2;2018;3;5;1;3;2;6;2;0;1;0;0;0;0;0;10.006084254;53.55817811
2;2018;2;16;7;3;0;7;0;0;1;0;0;0;1;0;10.008864565;53.552148564
2;2018;2;18;5;3;1;6;2;0;1;0;0;0;0;2;10.012845746;53.548248639
2;2018;3;12;5;3;6;4;0;0;1;1;0;0;0;0;9.964991311;53.551020098
2;2018;2;14;2;3;3;6;0;0;1;0;0;0;0;1;9.939900197;53.572785989
2;2018;2;12;5;3;5;3;0;0;1;0;0;0;1;0;10.061491448;53.579531333
2;2018;2;7;2;3;2;6;1;0;1;0;0;0;0;2;9.87235579;53.606964803
2;2018;2;12;5;3;5;3;0;0;1;0;0;0;0;1;10.083448099;53.576883917
2;2018;3;14;3;3;5;2;0;1;1;0;0;0;0;0;9.90343652;53.568682001
2;2018;2;6;5;3;6;2;2;0;1;1;0;0;0;0;10.045556783;53.588568915
2;2018;2;17;4;3;9;1;1;0;1;0;0;0;0;2;10.136065607;53.635254483
2;2018;3;5;6;3;5;2;2;1;1;0;0;0;0;0;10.047653171;53.561346698
2;2018;2;11;6;3;2;6;0;0;1;0;0;0;1;0;9.980172795;53.572459406
2;2018;2;16;5;3;6;4;1;1;0;1;0;0;0;0;10.044109745;53.586848054
2;2018;2;18;2;3;6;2;1;0;1;1;0;0;0;1;9.92162481;53.631858454
2;2018;2;18;5;3;6;4;2;0;1;1;0;0;0;1;9.93916891;53.594780222
2;2018;2;15;2;3;3;6;0;0;1;0;0;1;0;1;10.017200929;53.527491738
2;2018;2;14;5;3;2;6;0;0;1;0;0;0;0;1;9.970634663;53.583126322
2;2018;2;21;5;3;6;2;2;0;1;1;0;0;0;1;9.983366784;53.548439192
2;2018;2;10;1;3;4;2;0;0;1;0;0;0;0;1;9.951150884;53.460083036
2;2018;2;1;5;3;0;7;2;1;0;0;0;0;0;0;9.98351883;53.557706262
2;2018;3;14;2;2;5;3;0;1;1;0;0;0;0;0;10.078678297;53.55016993
2;2018;2;18;5;3;3;2;2;1;1;0;0;0;0;1;10.012884523;53.560660989
2;2018;3;16;6;3;5;3;0;0;1;0;0;0;0;0;9.794956268;53.567298027
2;2018;2;1;5;3;7;7;2;0;1;0;0;0;0;1;10.02477672;53.530257402
2;2018;2;16;4;3;6;4;0;0;1;1;0;0;0;0;9.876118307;53.533485135
2;2018;2;8;1;3;5;3;0;0;1;0;0;0;0;0;9.96554347;53.463422448
2;2018;3;16;4;3;6;4;0;0;1;1;0;0;0;1;10.186311875;53.505573709
2;2018;2;14;4;3;5;2;0;0;1;0;0;0;0;0;10.253122955;53.417754191
2;2018;2;7;4;3;5;2;0;1;1;0;0;0;0;0;10.053247111;53.557045305
2;2018;3;5;2;3;3;6;1;0;1;0;0;0;0;2;9.90536887;53.59196593
2;2018;2;7;4;3;2;6;0;0;1;0;0;0;0;0;10.15387989;53.614616006
2;2018;3;10;5;3;6;2;0;0;1;1;0;0;0;0;10.118161462;53.599954002
2;2018;3;11;2;2;4;2;0;0;1;0;0;0;0;1;10.159713749;53.656608794
2;2018;2;18;4;3;2;6;2;0;1;0;0;0;0;0;9.884652366;53.593182466
2;2018;3;9;5;3;2;6;0;0;1;0;0;0;0;0;9.883050605;53.478298273
2;2018;2;14;5;3;2;6;0;0;1;0;0;0;1;0;10.025413172;53.649656411
2;2018;2;8;4;3;5;3;0;1;1;0;0;0;0;0;9.988737806;53.581284382
2;2018;2;21;1;3;1;6;2;0;1;0;0;0;0;2;10.117121191;53.607228804
2;2018;3;16;4;3;6;4;0;0;1;1;0;0;0;1;10.141222298;53.583984996
2;2018;2;8;4;3;5;3;0;1;1;0;0;0;0;0;10.006328024;53.551818539
2;2018;3;9;4;3;5;3;0;0;1;0;0;0;0;1;9.987851039;53.60330757
2;2018;2;7;2;2;4;6;2;0;1;0;0;1;0;1;9.986738099;53.519352433
2;2018;2;22;4;3;2;6;2;0;1;0;1;0;0;0;10.011236169;53.56002695
2;2018;3;7;1;3;5;3;0;0;1;0;0;0;0;0;10.085426554;53.551321581
2;2018;2;22;7;3;8;5;2;0;1;0;0;0;0;0;10.043319882;53.597714265
2;2018;2;7;3;3;6;4;0;0;1;1;0;0;0;2;9.874879393;53.475611201
2;2018;3;16;5;3;0;7;0;0;1;0;0;0;1;0;9.992651377;53.592192183
2;2018;2;10;1;3;5;3;0;0;1;0;0;0;0;1;10.033272972;53.573924677
2;2018;2;9;3;3;6;4;0;0;1;1;0;0;0;2;9.879120908;53.533285965
2;2018;2;20;1;3;1;5;2;0;1;0;0;0;0;2;9.819797084;53.560742303
2;2018;2;9;3;2;4;2;0;0;1;0;0;0;1;1;9.994005251;53.465257929
2;2018;3;12;3;3;5;3;0;0;1;0;0;0;0;0;10.082215348;53.620916264
2;2018;2;18;5;3;5;3;2;0;1;0;0;0;0;0;9.925264616;53.550074998
2;2018;3;6;4;3;6;2;2;0;1;1;0;0;0;1;10.102201689;53.647375636
2;2018;2;12;3;2;6;2;0;0;1;1;0;0;0;1;10.21011807;53.510128155
2;2018;3;19;3;3;2;7;2;0;1;0;0;0;0;0;9.987429527;53.450034913
2;2018;2;12;3;3;2;6;0;0;1;0;0;1;0;1;10.185682338;53.487719575
2;2018;3;9;7;3;5;3;0;0;1;0;0;0;0;0;10.182375703;53.491873775
2;2018;2;23;6;3;8;1;2;0;1;0;0;0;0;0;10.209746689;53.512507527
2;2018;2;10;3;3;6;4;0;0;1;1;0;0;0;2;10.150118704;53.531044625
2;2018;2;9;4;3;9;7;0;0;0;1;0;0;1;2;10.017860735;53.525979581
2;2018;2;19;3;3;2;2;2;0;1;0;0;0;0;1;10.150632127;53.608320474
2;2018;2;10;3;3;1;6;0;0;1;0;0;0;0;1;10.133000077;53.62416666
2;2018;3;9;3;3;0;7;0;0;0;1;0;0;1;0;9.993939158;53.550859722
2;2018;2;14;3;3;1;2;0;0;1;0;0;0;0;1;10.119009142;53.605388878
2;2018;3;13;6;3;5;3;0;0;1;0;0;0;0;2;10.099314871;53.660414827
2;2018;2;17;6;3;1;5;0;1;1;0;0;0;0;0;9.962120169;53.556398957
2;2018;2;1;3;3;8;1;2;0;1;0;0;0;0;2;10.123819899;53.613542069
2;2018;3;9;7;3;9;1;0;0;1;0;0;0;0;0;9.923663332;53.638409123
2;2018;2;20;6;2;8;1;2;0;1;0;0;0;0;0;10.026942712;53.569923324
2;2018;2;9;3;3;6;7;0;0;1;1;0;0;0;1;10.103098236;53.648600376
2;2018;2;10;3;3;6;4;0;0;1;1;0;0;0;1;10.012610526;53.6460832
2;2018;2;20;3;3;3;6;2;1;1;0;0;0;0;0;10.003623674;53.589459821
2;2018;3;6;2;3;1;1;1;0;1;0;0;0;1;2;10.061759552;53.547818378
2;2018;2;15;3;3;0;7;0;0;0;0;1;0;0;1;10.040935239;53.566761444
2;2018;3;12;6;3;6;7;0;0;1;1;0;0;0;0;9.812544839;53.560158622
2;2018;2;18;5;2;2;6;2;0;1;0;0;0;0;0;10.037553296;53.610131734
2;2018;2;14;3;3;5;2;0;0;1;0;0;0;0;1;9.908071026;53.60618661
2;2018;2;19;4;3;2;6;2;0;1;0;0;0;0;2;10.041532915;53.579911371
2;2018;3;12;4;3;6;4;0;0;1;1;0;0;0;1;10.181929753;53.478010521
2;2018;2;10;3;3;6;4;0;0;1;1;0;0;0;0;9.902655614;53.60813596
2;2018;3;1;4;3;2;7;2;0;1;0;0;0;0;0;10.036552784;53.561529236
2;2018;2;10;3;3;0;7;0;0;0;0;1;0;0;1;9.916935932;53.599844129
2;2018;2;20;3;3;8;1;2;0;1;0;0;0;0;1;9.864724351;53.573501545
2;2018;2;14;3;3;2;2;0;0;1;0;0;0;0;0;9.898570514;53.570979709
2;2018;3;18;2;3;6;7;0;0;1;1;0;0;0;0;10.051109;53.580943479
2;2018;2;15;3;2;5;3;0;1;1;0;0;0;0;0;9.872034426;53.586096914
2;2018;3;19;5;3;5;2;2;0;1;0;0;0;0;1;10.089834193;53.554091883
2;2018;2;16;5;3;2;6;0;0;1;0;0;0;0;0;9.874070279;53.58734522
2;2018;3;20;4;3;6;2;1;0;1;1;0;0;0;0;10.067952877;53.582378537
2;2018;2;9;3;3;4;2;0;1;1;0;0;0;0;0;9.945615067;53.556964694
2;2018;3;18;4;3;6;3;2;0;0;1;0;0;1;0;9.945373935;53.557105361
2;2018;2;9;2;3;6;4;0;0;1;1;0;0;0;1;10.117530435;53.607083673
2;2018;3;19;1;3;2;6;2;0;1;0;0;0;0;0;9.852482004;53.592250747
2;2018;2;14;7;3;0;7;0;0;1;0;0;0;1;0;9.949426317;53.563272948
2;2018;3;10;5;3;5;3;0;1;1;0;0;0;0;1;9.978168777;53.597547928
2;2018;4;23;3;2;6;4;2;0;1;1;0;0;0;0;10.061542205;53.595462817
2;2018;3;18;5;3;2;6;2;0;1;0;0;0;0;1;9.942158423;53.550214749
2;2018;3;14;5;3;6;7;0;1;0;1;0;0;0;1;9.938085577;53.563667988
2;2018;3;6;6;3;5;3;1;0;1;0;0;0;0;0;10.034474542;53.56419263
2;2018;3;18;5;3;3;2;1;1;1;0;0;0;0;0;9.972403171;53.557094141
2;2018;3;7;3;3;5;3;0;1;1;0;0;0;0;0;10.10562529;53.658134299
2;2018;3;15;5;3;0;1;0;0;0;0;1;0;0;1;9.986046842;53.557990022
2;2018;4;17;5;3;6;4;0;0;1;1;0;0;0;1;9.998730327;53.606051255
2;2018;3;17;5;3;2;6;0;0;1;0;0;0;0;1;9.975487427;53.560600087
2;2018;4;17;2;3;0;3;0;1;1;0;0;0;0;0;10.155007965;53.587606922
2;2018;3;7;5;3;2;6;0;0;1;0;0;1;0;1;9.926939221;53.518860232
2;2018;3;16;4;3;5;3;0;1;0;0;0;0;1;0;9.975564254;53.460209574
2;2018;3;9;5;2;6;4;0;0;1;1;0;0;0;1;10.133495294;53.623642523
2;2018;3;14;4;3;3;6;0;0;1;0;0;1;0;0;10.024207042;53.529646075
2;2018;3;17;2;3;5;3;0;1;1;0;0;0;0;0;9.894446162;53.552759515
2;2018;3;18;4;3;5;3;2;1;0;0;0;0;1;0;10.168525445;53.515569705
2;2018;3;13;5;3;3;6;0;0;1;0;0;1;0;1;10.070162003;53.559740932
2;2018;3;9;4;3;2;2;0;0;1;0;0;0;0;0;10.123257962;53.538390814
2;2018;3;11;6;3;0;6;0;0;1;0;0;0;1;0;10.121335373;53.605597085
2;2018;3;6;3;3;2;6;1;0;1;0;1;0;0;0;10.014454226;53.561934422
2;2018;3;8;5;3;1;5;0;1;1;0;0;0;0;1;9.967707937;53.577595404
2;2018;3;16;4;3;1;6;0;0;1;0;0;0;0;0;10.109606151;53.570874686
2;2018;4;9;5;3;0;4;0;0;0;1;0;1;0;1;9.967817688;53.55736235
2;2018;3;7;4;2;3;6;0;1;1;0;0;0;0;0;10.136995685;53.592560971
2;2018;4;14;1;3;6;4;0;0;0;1;0;0;1;0;10.145072507;53.532810959
2;2018;3;10;4;3;2;6;0;0;1;0;0;0;0;0;10.064635176;53.597593204
2;2018;3;15;4;3;5;2;0;0;1;0;0;0;0;1;10.000443826;53.665530026
2;2018;3;20;5;3;2;2;2;0;1;0;0;0;1;0;9.948921833;53.559354868
2;2018;3;5;4;3;5;7;2;0;1;0;0;0;0;0;10.009324277;53.658963392
2;2018;3;19;1;3;5;7;2;0;1;0;0;0;0;0;10.120870671;53.605865301
2;2018;3;8;4;3;4;2;0;1;0;0;0;0;1;0;9.866914882;53.585444099
2;2018;4;8;4;3;4;2;0;1;1;0;0;0;0;0;9.98998821;53.582118595
2;2018;3;7;4;3;2;6;0;0;1;0;0;0;0;0;9.916425629;53.582205465
2;2018;3;14;7;3;0;7;0;0;0;0;0;0;1;1;10.030212236;53.677720404
2;2018;3;18;4;3;0;4;2;0;0;1;0;0;1;0;10.009077857;53.552172634
2;2018;4;13;4;2;0;2;0;0;0;0;0;0;1;0;10.016810062;53.486014392
2;2018;3;17;3;3;3;6;0;0;1;0;0;1;0;0;9.912195604;53.513923465
2;2018;3;9;7;3;2;6;0;0;1;0;0;0;0;0;10.109186143;53.541716552
2;2018;3;5;3;3;5;2;1;1;1;0;0;0;0;1;9.9911859;53.500691857
2;2018;3;14;3;3;1;7;0;0;1;0;0;0;0;0;10.174868879;53.479643748
2;2018;3;16;4;3;2;6;0;0;1;0;0;0;0;1;10.033030229;53.573283663
2;2018;3;10;3;3;1;6;0;0;0;0;0;0;1;0;10.106944343;53.542795162
2;2018;4;8;6;3;5;3;0;1;1;0;0;0;0;0;9.957655325;53.580493185
2;2018;3;12;1;3;5;3;0;0;1;0;0;0;0;0;10.002335446;53.557121438
2;2018;3;16;3;3;2;6;0;0;0;0;0;1;1;0;10.047285118;53.540820863
2;2018;4;8;3;3;4;7;0;0;1;0;0;0;0;1;10.112205944;53.606957303
2;2018;3;7;3;3;1;6;0;0;1;0;0;0;0;0;10.152547515;53.603848926
2;2018;3;2;6;3;1;5;2;0;1;0;0;1;0;0;10.023240895;53.506535321
2;2018;3;10;3;3;0;1;0;0;0;0;1;0;0;0;10.175411871;53.606918381
2;2018;3;17;3;3;0;7;0;1;0;0;0;0;0;0;10.161194272;53.510153644
2;2018;3;11;3;3;8;7;0;0;0;0;1;0;0;0;10.134948995;53.619169753
2;2018;3;15;3;3;3;2;0;0;1;0;0;0;0;0;10.15227636;53.616040231
2;2018;3;12;4;3;2;2;0;0;1;0;0;0;0;1;9.965441278;53.551047798
2;2018;3;11;3;3;3;6;0;0;1;0;0;0;1;0;10.06672713;53.584073748
2;2018;4;14;6;3;6;4;0;1;0;1;0;0;0;0;9.994333094;53.550450692
2;2018;3;15;7;3;5;2;0;0;1;0;0;0;0;0;9.95485684;53.548586919
2;2018;3;14;5;3;3;6;0;0;1;0;0;0;0;0;9.969708103;53.567755131
2;2018;3;11;3;3;2;6;0;0;1;0;0;1;0;0;10.0614185;53.570689697
2;2018;4;16;3;3;6;4;0;0;1;1;0;0;0;0;9.802378229;53.576436076
2;2018;3;19;3;3;6;2;2;0;1;1;0;0;0;0;10.058482867;53.576249669
2;2018;3;7;3;3;2;6;0;0;1;0;0;0;1;1;10.081969723;53.620625761
2;2018;3;17;6;3;3;6;0;1;1;0;0;0;0;0;9.990044696;53.543301035
2;2018;3;16;3;3;1;5;0;0;1;0;0;0;0;0;10.034403856;53.60597125
2;2018;3;13;6;2;4;7;0;0;1;0;0;0;0;0;10.077674184;53.575662627
2;2018;3;8;3;3;2;6;0;0;1;0;0;1;0;1;9.907229615;53.587455627
2;2018;3;17;5;3;3;6;1;0;1;0;0;0;1;1;9.996463253;53.543712189
2;2018;3;7;3;3;5;3;0;1;1;0;0;0;0;0;10.005589216;53.580415808
2;2018;4;17;5;3;2;6;0;0;1;0;0;0;0;1;10.03349097;53.573604048
2;2018;3;10;3;3;1;7;0;0;1;0;0;0;0;0;10.000070405;53.601531812
2;2018;4;13;2;2;2;6;0;0;1;0;0;0;1;0;9.981457068;53.54404936
2;2018;3;9;3;3;5;3;0;0;1;0;0;0;0;0;9.938647709;53.582301885
2;2018;3;18;6;2;0;3;1;0;1;0;1;0;0;0;10.025634931;53.543634896
2;2018;4;9;5;3;1;6;0;0;1;0;0;0;0;0;10.073225955;53.608743837
2;2018;3;14;3;2;6;4;0;0;1;1;0;0;0;0;9.932917505;53.550340486
2;2018;4;13;3;3;0;7;0;1;1;0;0;0;0;0;9.981812415;53.554366207
2;2018;3;5;3;3;2;6;0;1;0;0;0;0;1;2;9.941460747;53.547967189
2;2018;3;17;3;3;2;6;0;0;1;0;0;1;0;0;9.923962973;53.516097832
2;2018;3;17;5;3;6;7;0;0;1;1;0;0;0;1;10.021513821;53.544546089
2;2018;3;8;2;3;1;5;0;0;1;0;0;0;1;0;9.984625304;53.458202729
2;2018;3;17;6;3;4;2;0;1;1;0;0;0;0;0;10.036968769;53.61147066
2;2018;3;13;2;3;5;3;0;1;0;0;0;0;1;0;10.190346271;53.504146061
2;2018;3;7;2;3;2;2;0;0;1;0;0;0;0;0;10.082942833;53.555341242
2;2018;4;15;5;3;2;6;0;0;1;0;1;0;0;1;9.984141412;53.557882843
2;2018;3;11;2;3;8;1;0;0;1;0;0;0;0;0;10.069738375;53.55848525
2;2018;4;19;1;3;4;2;0;1;1;0;0;0;0;0;9.955128455;53.561249462
2;2018;3;5;2;3;6;4;2;0;1;1;0;0;0;0;10.065223382;53.530515481
2;2018;3;14;2;3;2;6;0;0;1;0;0;0;0;0;10.008949767;53.548017857
2;2018;3;11;4;3;1;5;0;0;1;0;0;0;0;1;10.10509153;53.571729112
2;2018;3;12;2;3;5;3;0;0;1;1;0;0;0;0;10.060831141;53.570506388
2;2018;4;18;6;3;1;6;0;1;1;0;0;0;0;0;10.01187896;53.579275405
2;2018;3;11;2;3;1;6;0;0;1;0;0;0;0;0;10.023086673;53.629287243
2;2018;3;9;2;3;5;3;0;1;1;0;0;0;0;0;10.031243886;53.565151285
2;2018;3;8;5;3;6;4;0;0;1;1;0;0;0;2;10.091300989;53.568803773
2;2018;3;13;2;3;3;6;0;0;1;0;0;0;1;0;9.852526735;53.584356711
2;2018;3;10;2;3;0;5;0;0;1;0;1;0;0;0;9.995035215;53.570965494
2;2018;3;12;2;3;2;6;0;0;1;0;0;1;0;0;9.91822368;53.571028374
2;2018;4;9;4;3;0;3;0;1;1;0;0;0;0;0;10.054852418;53.631174159
2;2018;3;17;2;3;6;4;0;0;1;1;0;0;0;0;9.972306207;53.577976513
2;2018;3;3;7;3;0;7;2;1;0;0;0;0;0;0;10.065409892;53.571411318
2;2018;3;11;2;3;1;5;0;0;1;0;1;0;0;0;9.95466541;53.5827628
2;2018;3;16;2;3;3;6;0;1;1;0;0;0;0;0;9.988633713;53.572351434
2;2018;3;21;4;3;4;7;2;0;1;0;0;0;0;1;9.953345581;53.623787371
2;2018;3;16;6;3;4;6;0;0;0;0;1;0;1;0;10.08704426;53.601388863
2;2018;3;7;6;3;6;7;0;0;1;1;0;0;0;0;9.993216147;53.447002152
2;2018;3;15;2;3;6;4;0;0;0;1;0;0;1;0;9.988887164;53.57865136
2;2018;4;9;6;3;5;3;0;1;0;0;0;0;0;0;9.943019122;53.559988139
2;2018;3;14;7;3;2;6;0;0;1;0;0;0;0;0;10.063467619;53.571105446
2;2018;3;15;2;3;1;5;0;0;1;0;0;0;0;0;9.966813953;53.550484296
2;2018;4;6;3;3;5;6;0;0;1;0;0;0;0;1;10.06775788;53.582327221
2;2018;3;12;1;3;1;7;0;1;1;0;0;0;0;0;10.062285065;53.638213483
2;2018;3;19;2;3;5;3;2;0;0;0;0;0;1;0;10.009987855;53.552270622
2;2018;4;8;3;3;0;3;0;1;0;0;0;0;1;1;9.981291715;53.425565541
2;2018;3;8;2;3;4;6;0;1;1;0;0;0;0;0;10.020677024;53.55445168
2;2018;3;14;7;3;0;7;0;1;0;0;0;0;1;1;9.86329863;53.600588067
2;2018;3;7;2;3;4;2;0;0;1;0;0;0;0;0;9.979752645;53.527727236
